time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/policy_gradient_loss,train/clip_range,train/n_updates,train/approx_kl,train/value_loss,train/loss,train/entropy_loss,train/clip_fraction,train/explained_variance,train/learning_rate
879,41,83968,95,-0.00239470965534565,0.2,400,0.00932252,0.022273256627340744,-0.006770242005586624,-1.2681644033640622,0.06669921875,0.8042159,0.0003
880,42,86016,97,-0.006346069269056898,0.2,410,0.012023182,0.000411638094033151,0.06225758418440819,-1.2377576358616351,0.135888671875,0.3306589,0.0003
880,43,88064,100,-0.007823540945537388,0.2,420,0.008501047,0.0012779217581737612,-0.01961633376777172,-1.267280474305153,0.089453125,0.88927627,0.0003
881,44,90112,102,-0.006604588725895155,0.2,430,0.008745555,0.00011054885972043849,-0.026782039552927017,-1.1542384047061205,0.08046875,0.75627553,0.0003
882,45,92160,104,-0.0052508579872665,0.2,440,0.009520978,0.0003943830633261314,-0.03639453649520874,-1.1562420140951872,0.121728515625,0.7546065,0.0003
883,46,94208,106,-0.004176669570733793,0.2,450,0.009583985,0.0005753464556164545,-0.013151208870112896,-1.1246345967054368,0.076318359375,0.7985317,0.0003
884,47,96256,108,-0.010057725179649424,0.2,460,0.013762496,0.0006156199114229821,0.012302238494157791,-1.1787084303796291,0.201416015625,0.88996994,0.0003
885,48,98304,110,-0.004088654214865528,0.2,470,0.012655821,0.03098940664276597,0.005021171644330025,-1.1526548389345408,0.1064453125,0.6725995,0.0003
885,49,100352,113,-0.00231294688055641,0.2,480,0.0056250603,0.000757621451975865,-0.011270631104707718,-1.166787127777934,0.059375,0.8996501,0.0003
886,50,102400,115,-0.010020491036266321,0.2,490,0.008039439,0.012725222901553934,-0.02647877112030983,-1.2099788293242455,0.1044921875,0.9044918,0.0003
886,51,104448,117,-0.005878004898841027,0.2,500,0.010326343,0.0004921798931036391,-0.038861580193042755,-1.1066431287676095,0.14560546875,0.854698,0.0003
884,52,106496,120,-0.008738658423681045,0.2,510,0.013088014,0.00037450536760843536,-0.03574378788471222,-1.1637550856918097,0.126806640625,0.92362946,0.0003
885,53,108544,122,-0.004183932748856023,0.2,520,0.017592162,0.006509891994301143,-0.015486828982830048,-1.1920613266527653,0.13427734375,0.89644665,0.0003
886,54,110592,124,-0.006465124789974653,0.2,530,0.019565675,0.007124914428459306,-0.046091433614492416,-1.1570223789662122,0.15283203125,0.76618123,0.0003
885,55,112640,127,-0.005256373292286298,0.2,540,0.012295879,0.01507505173140089,-0.009046684950590134,-1.1843927200883626,0.106591796875,0.94627553,0.0003
886,56,114688,129,-0.0025489835476037114,0.2,550,0.017042067,0.013779042530222796,-0.00306779146194458,-1.1479769244790077,0.096826171875,0.9091786,0.0003
887,57,116736,131,-0.0061645852480069156,0.2,560,0.010730816,0.01008263499415989,-0.00883462280035019,-1.171807862073183,0.110302734375,0.9418985,0.0003
887,58,118784,133,-0.019461626163683833,0.2,570,0.030727983,0.0006351278080273914,-0.08254357427358627,-1.1972204964607953,0.17392578125,0.95828885,0.0003
887,59,120832,136,-0.007966298923565773,0.2,580,0.008865498,0.06387413140037097,-0.013116903603076935,-1.3287383448332548,0.097314453125,0.7869093,0.0003
888,60,122880,138,-0.013465145800728351,0.2,590,0.009963776,0.023688026407035066,-0.008129876106977463,-1.204194949939847,0.135107421875,0.46270984,0.0003
888,61,124928,140,-0.005980193031427916,0.2,600,0.009269622,0.013613798928417964,-0.019855601713061333,-1.2469632294028998,0.09677734375,0.44998068,0.0003
889,62,126976,142,-0.005326935409539146,0.2,610,0.008205846,0.06242290121736005,0.03426801785826683,-1.2917738530784846,0.08740234375,0.44041604,0.0003
890,63,129024,144,-0.008956272569048452,0.2,620,0.010776475,0.02416669937847473,0.0032015927135944366,-1.2596557833254338,0.105859375,0.6950754,0.0003
890,64,131072,147,-0.004627304815585376,0.2,630,0.008874031,0.023774900528223952,-0.03390507400035858,-1.2241662286221981,0.086962890625,0.66541684,0.0003
890,65,133120,149,-0.005797005451313453,0.2,640,0.009028044,0.0012992025599487533,-0.02378693036735058,-1.1612792123109101,0.10234375,0.8963704,0.0003
891,66,135168,151,-0.0070745383854955435,0.2,650,0.012502309,0.018990835952718044,0.00982884131371975,-1.1763159766793252,0.087890625,0.7125914,0.0003
892,67,137216,153,-0.008622432957781711,0.2,660,0.01313172,0.0748175274929963,0.011483801528811455,-1.2302698172628879,0.104150390625,0.60474837,0.0003
892,68,139264,156,-0.012986833055038005,0.2,670,0.017569058,0.04508074658951955,0.01944829896092415,-1.3243324164301158,0.2001953125,0.79886305,0.0003
892,69,141312,158,-0.005845134204719216,0.2,680,0.007265952,0.06394091797701548,0.014950625598430634,-1.0794528296217323,0.09208984375,0.718851,0.0003
893,70,143360,160,-0.004407078375515993,0.2,690,0.01309405,0.059255556220887226,0.023653440177440643,-1.240968856588006,0.1541015625,0.86916983,0.0003
892,71,145408,162,-0.008703066469752229,0.2,700,0.014543973,0.045437109968042934,0.0071535175666213036,-1.283077872917056,0.12138671875,0.8246348,0.0003
892,72,147456,165,-0.005640067278000061,0.2,710,0.0111049265,0.050857032870408145,0.009959982708096504,-1.2996727295219899,0.131689453125,0.8756676,0.0003
891,73,149504,167,-0.009107366800890304,0.2,720,0.012342348,0.024458008202782367,-0.013929715380072594,-1.2990069549530745,0.147265625,0.90058446,0.0003
892,74,151552,169,-0.006607229308428941,0.2,730,0.010408502,0.02129990126413759,-0.010322858579456806,-1.240260149538517,0.134423828125,0.9510461,0.0003
892,75,153600,172,-0.009146760912335595,0.2,740,0.012471503,0.032421104472814474,-0.014099926687777042,-1.1731584072113037,0.097705078125,0.8985904,0.0003
892,76,155648,174,-0.006384405351127498,0.2,750,0.012780468,0.05461287062789779,-0.0042534805834293365,-1.2709971580654382,0.10263671875,0.8736014,0.0003
892,77,157696,176,-0.005494764502509497,0.2,760,0.011333901,0.0345882373090717,-0.0031120991334319115,-1.2119672130793333,0.13818359375,0.94012433,0.0003
892,78,159744,178,-0.0066510302531241905,0.2,770,0.011685653,0.03887816600472434,-0.026314958930015564,-1.2736091446131468,0.1478515625,0.89455783,0.0003
887,79,161792,182,-0.003972261388844345,0.2,780,0.013381915,0.017589840457367244,-0.05272660031914711,-1.1223101561889053,0.11298828125,0.71924233,0.0003
887,80,163840,184,-0.0069659729007980785,0.2,790,0.010730551,0.06761479675478768,0.015135034918785095,-1.1075783303007483,0.117919921875,0.84505725,0.0003
886,81,165888,187,-0.0017727454454870895,0.2,800,0.009321524,0.05217638785252347,0.007625117897987366,-1.250517974793911,0.167724609375,0.82839954,0.0003
886,82,167936,189,-0.00336840961172129,0.2,810,0.010647025,0.018196843105761216,-0.022610075771808624,-1.3220940556377172,0.153271484375,0.8948176,0.0003
886,83,169984,191,-0.004370180015393998,0.2,820,0.014172192,0.018822393687150905,-0.011854897253215313,-1.1803996179252862,0.14443359375,0.94576395,0.0003
885,84,172032,194,-0.009442276597837918,0.2,830,0.015338068,0.06339859482250176,0.005436664447188377,-1.2520955108106135,0.1875,0.89970493,0.0003
885,85,174080,196,-0.005895384189352626,0.2,840,0.01181454,0.03193877445155522,-0.01784827932715416,-1.1844233553856611,0.132177734375,0.95327884,0.0003
884,86,176128,199,-0.002602299640420824,0.2,850,0.013344057,0.02337473216903163,-0.025718264281749725,-1.2373517811298371,0.126171875,0.93199575,0.0003
884,87,178176,201,-0.009088265738682821,0.2,860,0.0118446965,0.028553194148116745,-0.013597550801932812,-1.1830547478049993,0.139111328125,0.8979366,0.0003
884,88,180224,203,-0.007780587457818911,0.2,870,0.011954451,0.03181071394647006,-0.0137632442638278,-1.2896942116320134,0.12939453125,0.90859735,0.0003
885,89,182272,205,-0.00834295163222123,0.2,880,0.0110284425,0.07380372820189222,-0.008165208622813225,-1.2755847789347172,0.111572265625,0.89319676,0.0003
884,90,184320,208,-0.012265295287943446,0.2,890,0.012939549,0.08353047756827436,0.05740687623620033,-1.2962187670171261,0.17578125,0.88329136,0.0003
884,91,186368,210,-0.003912123314512428,0.2,900,0.013880608,0.03038670750975143,0.001430785283446312,-1.2808762170374393,0.12216796875,0.9162841,0.0003
885,92,188416,212,-0.006936837577086408,0.2,910,0.011605654,0.04572310246876441,0.014480683952569962,-1.1520122110843658,0.138916015625,0.9145967,0.0003
883,93,190464,215,-0.01205500148498686,0.2,920,0.014518155,0.11613755993894301,0.05713093280792236,-1.2502741519361735,0.197802734375,0.83270067,0.0003
883,94,192512,217,-0.006614745478145778,0.2,930,0.016437402,0.03388475195970386,-0.02286846563220024,-1.1349884875118732,0.20166015625,0.9379503,0.0003
884,95,194560,220,-0.013629219548602124,0.2,940,0.01547019,0.05482228845066857,-0.004666394554078579,-1.1639770772308111,0.1419921875,0.9316586,0.0003
884,96,196608,222,-0.02368323593691457,0.2,950,0.02568492,0.057878036738839,-0.027084480971097946,-1.1886875074356795,0.203564453125,0.9105251,0.0003
884,97,198656,224,-0.007197775903478032,0.2,960,0.012598036,0.0513977360620629,0.011567625217139721,-1.1240090817213058,0.1275390625,0.930935,0.0003
884,98,200704,226,-0.009867337089963258,0.2,970,0.016670099,0.06287590910797007,0.019569359719753265,-1.1175720814615488,0.162744140625,0.91999286,0.0003
883,99,202752,229,-0.006564335846633185,0.2,980,0.015637264,0.03941088356368709,-0.01618638075888157,-1.027151815406978,0.1083984375,0.9313583,0.0003
882,100,204800,232,-0.010668096938752569,0.2,990,0.019347906,0.03711386320937891,-0.02144996076822281,-1.0642266068607569,0.201220703125,0.93923485,0.0003
881,101,206848,234,-0.006737092524417676,0.2,1000,0.021816,0.06931906873360276,0.061905212700366974,-1.1230067856609822,0.16943359375,0.901882,0.0003
881,102,208896,237,-0.013795687176752836,0.2,1010,0.014257615,0.06019526436575688,-0.0223392266780138,-1.0040941104292869,0.14453125,0.9318229,0.0003
879,103,210944,239,-0.005662953370483592,0.2,1020,0.02267795,0.05532259183382848,-0.020020509138703346,-1.0070247570052744,0.111669921875,0.906502,0.0003
878,104,212992,242,-0.012339250561490189,0.2,1030,0.018557385,0.061388607474509624,0.03193990886211395,-0.9470225209370255,0.175341796875,0.9365056,0.0003
877,105,215040,244,-0.0048039197747129945,0.2,1040,0.014901848,0.06400283778784796,-0.043432220816612244,-1.1217329828068614,0.138525390625,0.90763414,0.0003
877,106,217088,247,-0.006023702384845819,0.2,1050,0.015785115,0.1095235094311647,0.07179735600948334,-0.8925169695168733,0.1130859375,0.8544849,0.0003
876,107,219136,249,-0.008049230538017583,0.2,1060,0.014452609,0.13578146285144613,0.03689569607377052,-0.8611510870978236,0.14443359375,0.84642166,0.0003
877,108,221184,252,-0.01304211743263295,0.2,1070,0.014382438,0.08511935573769733,0.008687738329172134,-1.0317932639271021,0.161083984375,0.8044256,0.0003
876,109,223232,254,-0.008013206903706304,0.2,1080,0.011983292,0.11815332116093487,0.05421099439263344,-0.792712789401412,0.144580078125,0.8352957,0.0003
875,110,225280,257,-0.007466338413360063,0.2,1090,0.016413093,0.13325598858064042,0.03202153369784355,-0.8868484687060117,0.13896484375,0.80932975,0.0003
876,111,227328,259,-0.004129878430831013,0.2,1100,0.0123629505,0.08711549208383076,0.11415603011846542,-0.8857143595814705,0.114404296875,0.74349034,0.0003
876,112,229376,261,-0.011280027584871278,0.2,1110,0.013643021,0.1295622800476849,0.07280242443084717,-0.9843447770923376,0.163037109375,0.7958841,0.0003
875,113,231424,264,-0.007193291091243737,0.2,1120,0.012645941,0.16138745571952312,0.03382400423288345,-1.0011334594339132,0.13994140625,0.7435487,0.0003
875,114,233472,266,-0.011466879716317635,0.2,1130,0.019104905,0.1342889233259484,-0.01186487078666687,-0.9441952291876078,0.14130859375,0.81169415,0.0003
876,115,235520,268,-0.00772125793446321,0.2,1140,0.015831972,0.1840514791198075,0.07034530490636826,-0.9099062761291862,0.14580078125,0.7898252,0.0003
876,116,237568,271,-0.007297406022553332,0.2,1150,0.012059109,0.14268500595353545,0.04830395057797432,-1.0638527499511838,0.134716796875,0.8590076,0.0003
876,117,239616,273,-0.014900025173847097,0.2,1160,0.015385224,0.22950411788187922,0.11082549393177032,-0.9155652606859803,0.139013671875,0.56228423,0.0003
876,118,241664,275,-0.00781341621041065,0.2,1170,0.014665881,0.15467880347277968,0.07837104052305222,-0.8696525013074279,0.14248046875,0.6203408,0.0003
876,119,243712,278,-0.009614478550793138,0.2,1180,0.009384157,0.1291637126239948,-0.010770395398139954,-0.9884716216474771,0.127490234375,0.7564717,0.0003
876,120,245760,280,-0.0026171253353822975,0.2,1190,0.012915285,0.11483264933340251,0.04084281623363495,-0.8504476176574827,0.14189453125,0.74073,0.0003
876,121,247808,282,-0.0075535091484198345,0.2,1200,0.014481425,0.16395370888058097,0.09026966989040375,-0.8296894989907742,0.1466796875,0.6408203,0.0003
876,122,249856,285,-0.009216672684124206,0.2,1210,0.013217837,0.16080052056349814,0.03801519796252251,-0.8895581362769007,0.160302734375,0.7135912,0.0003
876,123,251904,287,-0.013199972480651922,0.2,1220,0.016523553,0.15617048454005272,0.055188391357660294,-0.8662726514041423,0.18056640625,0.7036764,0.0003
876,124,253952,289,-0.009684022750298027,0.2,1230,0.02201286,0.11853906400501728,0.06667300313711166,-0.8119940375909209,0.172607421875,0.7119062,0.0003
876,125,256000,292,-0.011214602920517791,0.2,1240,0.026786447,0.08553316823672504,-0.019900444895029068,-0.7254406655207276,0.16689453125,0.66904575,0.0003
876,126,258048,294,-0.015548815511283464,0.2,1250,0.068587154,0.13712926683947443,0.06047773361206055,-0.7569506015628577,0.261083984375,0.6189201,0.0003
875,127,260096,296,-0.006075606515514665,0.2,1260,0.02461494,0.13712890865281224,0.1199885755777359,-0.7595647413283586,0.17099609375,0.5810326,0.0003
876,128,262144,299,-0.024271511957340407,0.2,1270,0.020910926,0.19725646402221172,0.04860955849289894,-0.8376921704038978,0.197998046875,0.6122159,0.0003
876,129,264192,301,-0.01250183739757631,0.2,1280,0.02452105,0.07938609834527596,-0.006041474640369415,-0.6386428883299231,0.141064453125,0.7068136,0.0003
876,130,266240,303,-0.011053604540938977,0.2,1290,0.048031546,0.25243942557135596,0.08376753330230713,-0.6382015795446933,0.17890625,0.3989148,0.0003
876,131,268288,306,-0.0038474500324809924,0.2,1300,0.012921931,0.07860870781587437,0.055303532630205154,-0.6010942690074443,0.124462890625,-0.009520769,0.0003
876,132,270336,308,-0.008409548585768789,0.2,1310,0.015215995,0.0966418254072778,0.04707571491599083,-0.6676416734233499,0.151171875,0.65646243,0.0003
877,133,272384,310,-0.006982199051708449,0.2,1320,0.015347933,0.09068517176783644,0.012735709547996521,-0.6168358068913221,0.155126953125,0.6994864,0.0003
877,134,274432,312,-0.007566261343890801,0.2,1330,0.011397047,0.06417700927122497,0.048911917954683304,-0.5851574056781829,0.131982421875,0.69692,0.0003
877,135,276480,315,-0.011713924659125042,0.2,1340,0.016430767,0.08888674860354513,0.003564402461051941,-0.6214540746062994,0.1578125,0.69988614,0.0003
877,136,278528,317,-0.011055651072820184,0.2,1350,0.027319409,0.06350694230641238,-0.018911059945821762,-0.5487625209614635,0.160595703125,0.68101275,0.0003
877,137,280576,319,-0.002307779059628956,0.2,1360,0.009351342,0.03442751453258097,0.026190564036369324,-0.5248002312146127,0.1087890625,0.7907661,0.0003
877,138,282624,322,-0.01183395691041369,0.2,1370,0.015230628,0.0262044700270053,0.043995440006256104,-0.5081981622613967,0.14130859375,0.817261,0.0003
877,139,284672,324,-0.003561742159399728,0.2,1380,0.011137912,0.02425448368303478,-0.002096729353070259,-0.37922382783144715,0.094189453125,0.72953,0.0003
877,140,286720,326,-0.011628228150948416,0.2,1390,0.013988616,0.025108230937621556,-0.015953876078128815,-0.4545526717789471,0.123388671875,0.77046174,0.0003
878,141,288768,328,-0.0038685557592543773,0.2,1400,0.017561294,0.02534340875718044,0.004710413049906492,-0.3958336662501097,0.114013671875,0.7851795,0.0003
878,142,290816,331,-0.009847663648542948,0.2,1410,0.01965127,0.041436632123077285,-0.0020762160420417786,-0.40911022908985617,0.13994140625,0.77433854,0.0003
877,143,292864,333,-0.004228454486292321,0.2,1420,0.016389426,0.015332762825710233,0.0026678601279854774,-0.3787393746897578,0.115478515625,0.7383667,0.0003
877,144,294912,336,-0.010127803733485052,0.2,1430,0.020704595,0.011627923075866419,-0.013114101253449917,-0.34985300889238713,0.1359375,0.85781896,0.0003
876,145,296960,338,-0.0007610809123434592,0.2,1440,0.023514291,0.04001292083412409,0.002970900386571884,-0.33817341960966585,0.108544921875,0.7417217,0.0003
876,146,299008,341,-0.003581779838714283,0.2,1450,0.020747066,0.04178681651246734,-0.006990846246480942,-0.30591434240341187,0.100634765625,0.7578806,0.0003
876,147,301056,343,0.026647524107829668,0.2,1460,0.040565558,0.04354169772414025,0.008063189685344696,-0.3440462040249258,0.16728515625,0.86509943,0.0003
876,148,303104,345,0.0024309474581968972,0.2,1470,0.023089504,0.03413890857627848,-0.04207177460193634,-0.3076194332912564,0.134326171875,0.14895976,0.0003
876,149,305152,348,-0.019665795218315907,0.2,1480,0.060640525,0.024518595758127048,0.010004598647356033,-0.34297699127346276,0.20185546875,0.6728753,0.0003
876,150,307200,350,0.00722971367649734,0.2,1490,0.055981074,0.030462710495339707,-0.05045891925692558,-0.3643501949030906,0.1865234375,0.6238618,0.0003
876,151,309248,352,-0.007957399170118151,0.2,1500,0.04536894,0.04010471227520611,-0.02921774424612522,-0.35904189590364693,0.183642578125,0.46112883,0.0003
876,152,311296,355,-0.01040124114806531,0.2,1510,0.047737367,0.03670925457263365,-0.029240921139717102,-0.3465462889522314,0.196044921875,0.6066216,0.0003
876,153,313344,357,-0.00347379213271779,0.2,1520,0.0304651,0.008912757244252134,0.036037322133779526,-0.2817628872115165,0.117333984375,0.80129707,0.0003
876,154,315392,359,-0.013188572535000276,0.2,1530,0.022866353,0.012699932811665348,-0.022808443754911423,-0.27607717681676147,0.116650390625,0.7323467,0.0003
876,155,317440,362,0.007384586585976649,0.2,1540,0.017183378,0.007505198610306252,0.03690671548247337,-0.2124781478662044,0.067578125,0.8484052,0.0003
876,156,319488,364,-0.007413576984254178,0.2,1550,0.025499748,0.011203170513908844,0.009090917184948921,-0.2035340976435691,0.084912109375,0.82076216,0.0003
877,157,321536,366,-0.03574107096646913,0.2,1560,0.034665763,0.011418678516201907,-0.037730444222688675,-0.2315105869434774,0.136376953125,0.6986578,0.0003
877,158,323584,368,-0.0033997704143985175,0.2,1570,0.026652522,0.007139024754724233,0.015525885857641697,-0.21871331250295042,0.10224609375,0.8543038,0.0003
877,159,325632,371,-0.018014601049071644,0.2,1580,0.073951855,0.006956430464197183,-0.006220017559826374,-0.19647160200402142,0.1544921875,0.8675806,0.0003
877,160,327680,373,-0.019237883668392897,0.2,1590,0.027978789,0.02340216919692466,-0.02668536640703678,-0.19501305758021772,0.110205078125,0.6692014,0.0003
878,161,329728,375,-0.0074376093311002475,0.2,1600,0.026754145,0.01976479206496151,-0.031101563945412636,-0.22789636589586734,0.14384765625,0.6451217,0.0003
878,162,331776,377,-0.005848224327201024,0.2,1610,0.07613452,0.00639011312960065,-0.032843925058841705,-0.18585646324791014,0.158447265625,0.82851076,0.0003
878,163,333824,380,-0.019975376308138948,0.2,1620,0.025116755,0.01848219282073842,-0.0173812173306942,-0.16140988939441742,0.1056640625,0.73794246,0.0003
878,164,335872,382,0.02556786343047861,0.2,1630,0.0968279,0.004151812143754796,-0.028878888115286827,-0.24190997947007417,0.183935546875,0.72732955,0.0003
878,165,337920,384,-0.04589901301224018,0.2,1640,0.053556807,0.022559375976561567,-0.044226378202438354,-0.41840206952765585,0.314892578125,0.45584416,0.0003
879,166,339968,386,-0.023678112296329344,0.2,1650,0.058916368,0.02646676881413441,-0.03410491719841957,-0.35142124742269515,0.26435546875,0.4809941,0.0003
879,167,342016,388,-0.032478335345513185,0.2,1660,0.052219454,0.013363740059139673,-0.043867334723472595,-0.38940530652180316,0.30615234375,0.7890618,0.0003
879,168,344064,391,-0.029847848923236598,0.2,1670,0.07740661,0.006158734393829945,-0.05764089897274971,-0.30946316653862593,0.319677734375,0.85230166,0.0003
879,169,346112,393,-0.013212783521157689,0.2,1680,0.028279,0.020721748052164913,0.01968667097389698,-0.30139993550255895,0.21630859375,0.5395779,0.0003
880,170,348160,395,-0.02362534457060974,0.2,1690,0.07685913,0.006767606015637284,-0.04067440330982208,-0.2282179368659854,0.183642578125,0.83721745,0.0003
880,171,350208,397,-0.07073158209095709,0.2,1700,0.08926474,0.02293643139710184,-0.06148073449730873,-0.29340337063185873,0.346337890625,0.46936798,0.0003
880,172,352256,400,-0.033517906926863364,0.2,1710,0.026542544,0.154732247145148,0.06971630454063416,-0.1639850259758532,0.10205078125,0.37395835,0.0003
880,173,354304,402,0.0109190110466443,0.2,1720,0.15431522,0.008064579834899633,-0.04331151396036148,-0.32563408494461327,0.2765625,-0.26632106,0.0003
880,174,356352,404,-0.06210456860717386,0.2,1730,0.053848654,0.42121842220658434,0.08788493275642395,-0.5772809527814389,0.299462890625,0.1620264,0.0003
880,175,358400,407,-0.00712234276579693,0.2,1740,0.05516176,0.13150243195705116,-0.0012069791555404663,-0.5480717943049968,0.283251953125,-0.32570994,0.0003
